timestamp,cpu_pct,mem_pct,net_in_mbps,is_anomaly
2960,39.37,79.58,51.89,0
2961,40.1,78.54,53.63,0
2962,40.42,79.26,52.69,0
2963,38.92,78.86,55.12,0
2964,45.84,79.16,54.86,0
2965,41.47,78.81,54.84,0
2966,43.39,79.23,59.58,0
2967,40.7,83.34,53.53,0
2968,37.03,79.85,55.79,0
2969,43.38,80.45,56.74,0
2970,36.92,80.23,54.16,0
2971,42.53,79.27,57.16,0
2972,38.71,81.7,55.45,0
2973,48.86,79.41,57.06,0
2974,45.71,81.52,56.16,0
2975,43.37,79.53,52.34,0
2976,46.93,78.69,59.12,0
2977,40.68,80.77,60.71,0
2978,44.92,78.66,56.28,0
2979,43.97,81.21,54.9,0
2980,44.24,78.71,59.77,0
2981,47.35,80.11,60.61,0
2982,45.81,78.53,56.55,0
2983,44.56,85.01,56.51,0
2984,38.8,78.39,56.85,0
2985,40.97,80.97,53.73,0
2986,43.56,82.77,56.56,0
2987,44.28,82.7,60.63,0
2988,40.69,82.51,56.93,0
2989,51.39,80.85,55.25,0
2990,48.78,83.45,58.38,0
2991,46.12,82.88,56.12,0
2992,44.61,81.92,57.38,0
2993,43.83,82.05,55.04,0
2994,41.69,81.33,55.56,0
2995,44.85,80.51,59.17,0
2996,45.47,83.82,57.99,0
2997,41.05,84.03,56.27,0
2998,45.85,80.83,58.12,0
2999,44.46,82.01,56.73,0
3000,39.28,82.12,56.43,1
3001,42.49,82.38,60.39,1
3002,43.91,82.61,59.69,1
3003,50.89,84.03,58.14,1
3004,46.97,81.58,58.53,1
3005,41.37,81.52,58.28,1
3006,46.91,84.74,59.33,1
3007,40.88,82.28,56.82,1
3008,48.85,81.17,60.2,1
3009,44.26,82.43,59.24,1
3010,45.47,82.75,58.07,1
3011,49.8,85.67,57.68,1
3012,42.03,84.81,60.4,1
3013,41.77,85.24,58.47,1
3014,44.29,84.84,57.43,1
3015,49.23,85.12,58.12,1
3016,41.63,82.76,60.49,1
3017,37.76,83.58,55.78,1
3018,44.97,82.48,58.35,1
3019,48.06,83.74,61.26,1
3020,50.07,85.18,58.84,1
3021,45.15,84.44,59.78,1
3022,45.38,86.3,61.46,1
3023,50.15,82.71,61.13,1
3024,41.15,85.26,58.52,1
3025,45.66,82.73,59.2,1
3026,47.47,84.83,61.33,1
3027,48.31,85.89,61.45,1
3028,45.51,84.55,59.45,1
3029,47.21,85.78,59.58,1
3030,39.71,83.61,60.28,1
3031,45.27,82.64,62.53,1
3032,48.67,86.06,61.99,1
3033,44.43,87.93,61.29,1
3034,47.63,83.91,57.8,1
3035,48.86,87.33,59.47,1
3036,46.56,85.65,59.62,1
3037,48.17,83.67,62.96,1
3038,44.83,84.06,59.7,1
3039,47.17,85.87,62.74,1
3040,49.69,85.33,59.14,1
3041,48.39,84.06,59.36,1
3042,46.23,83.57,61.35,1
3043,48.73,84.93,63.58,1
3044,50.27,86.58,60.07,1
3045,42.04,86.37,55.42,1
3046,51.73,85.72,57.47,1
3047,47.31,86.86,61.25,1
3048,49.66,88.21,57.76,1
3049,52.04,87.32,59.03,1
3050,44.4,86.64,60.83,1
3051,46.45,88.3,55.96,1
3052,47.77,85.56,60.15,1
3053,46.35,86.75,58.63,1
3054,53.97,86.87,58.02,1
3055,46.26,85.41,59.46,1
3056,47.23,86.72,58.98,1
3057,49.57,84.32,62.1,1
3058,45.41,90.39,63.61,1
3059,47.89,86.2,60.54,1
3060,50.09,90.08,60.12,1
3061,48.21,87.84,60.53,1
3062,48.98,88.72,59.2,1
3063,47.74,87.23,58.88,1
3064,44.84,88.36,58.22,1
3065,50.41,89.11,58.9,1
3066,54.77,89.22,64.87,1
3067,49.62,89.47,60.27,1
3068,50.3,87.84,55.82,1
3069,51.76,87.76,60.58,1
3070,45.94,86.17,58.62,1
3071,54.91,89.44,61.96,1
3072,50.47,90.36,61.79,1
3073,54.82,91.25,62.05,1
3074,47.78,89.37,61.9,1
3075,55.49,87.85,61.28,1
3076,52.42,86.54,59.16,1
3077,51.81,90.73,61.97,1
3078,50.91,86.56,64.2,1
3079,49.52,88.83,65.84,1
3080,53.92,89.09,61.78,1
3081,50.8,89.41,62.04,1
3082,44.53,89.65,63.35,1
3083,47.14,89.89,65.38,1
3084,49.99,86.14,61.46,1
3085,51.53,89.87,63.86,1
3086,50.48,86.59,60.88,1
3087,54.36,91.12,63.22,1
3088,44.91,89.27,64.55,1
3089,51.24,86.95,60.07,1
3090,45.41,89.05,61.64,1
3091,53.2,89.5,64.65,1
3092,50.69,92.23,64.01,1
3093,52.28,90.82,64.89,1
3094,48.49,91.13,64.56,1
3095,54.97,92.47,62.22,1
3096,54.31,90.64,67.34,1
3097,52.98,92.0,63.26,1
3098,50.89,91.97,56.91,1
3099,53.07,89.1,62.5,1
3100,49.26,93.33,62.17,1
3101,54.0,89.07,64.74,1
3102,56.43,92.66,62.28,1
3103,54.74,89.09,65.42,1
3104,49.39,92.35,64.38,1
3105,52.71,94.33,61.3,1
3106,47.8,91.3,63.06,1
3107,53.44,91.32,61.83,1
3108,53.13,92.7,63.79,1
3109,46.21,91.37,61.89,1
3110,48.38,94.68,63.64,1
3111,51.07,92.32,62.99,1
3112,51.06,91.63,63.26,1
3113,48.38,91.39,67.71,1
3114,53.22,90.88,62.92,1
3115,52.85,91.42,59.81,1
3116,51.56,91.92,65.75,1
3117,49.92,91.79,65.77,1
3118,55.38,91.62,59.83,1
3119,57.24,95.84,62.42,1
3120,50.87,91.23,64.73,1
3121,50.53,93.07,64.94,1
3122,53.88,93.82,63.92,1
3123,51.38,93.96,64.0,1
3124,52.07,93.01,62.12,1
3125,54.75,92.82,59.23,1
3126,46.85,93.94,68.16,1
3127,56.57,93.74,62.16,1
3128,52.88,93.03,64.48,1
3129,51.47,91.16,63.84,1
3130,52.47,92.88,65.99,1
3131,52.67,91.94,64.45,1
3132,47.63,92.74,64.56,1
3133,57.34,93.88,59.02,1
3134,53.02,94.44,62.65,1
3135,54.27,96.66,65.84,1
3136,55.83,93.26,65.69,1
3137,49.95,95.31,62.51,1
3138,54.47,94.69,61.29,1
3139,52.29,96.25,64.72,1
3140,55.67,95.25,58.69,1
3141,46.78,92.95,62.23,1
3142,52.9,91.96,68.08,1
3143,51.43,95.09,67.48,1
3144,54.57,93.91,65.59,1
3145,54.72,93.31,65.26,1
3146,51.22,92.96,60.77,1
3147,51.24,95.18,63.22,1
3148,53.08,97.28,64.14,1
3149,50.75,94.49,63.32,1
3150,56.0,96.06,64.08,1
3151,52.4,95.1,67.41,1
3152,44.82,93.4,63.75,1
3153,52.45,96.52,64.18,1
3154,50.49,93.85,66.37,1
3155,48.75,95.6,62.07,1
3156,49.96,95.14,63.26,1
3157,54.03,97.07,63.49,1
3158,57.72,94.22,65.1,1
3159,54.7,96.47,64.32,1
3160,51.97,94.7,64.41,1
3161,55.19,95.27,63.73,1
3162,52.48,90.66,62.94,1
3163,51.8,99.33,66.32,1
3164,50.45,97.1,64.45,1
3165,48.68,95.2,66.39,1
3166,52.8,94.74,62.95,1
3167,54.47,95.76,63.86,1
3168,53.73,97.65,64.77,1
3169,52.8,93.82,64.98,1
3170,51.24,96.52,66.77,1
3171,55.93,99.46,64.42,1
3172,50.17,95.18,66.79,1
3173,56.48,97.08,66.07,1
3174,51.17,100.0,65.13,1
3175,51.94,98.06,63.46,1
3176,49.82,97.38,66.89,1
3177,52.74,98.02,63.55,1
3178,57.2,96.74,65.38,1
3179,55.84,99.36,65.33,1
3180,57.25,96.89,65.04,1
3181,55.91,94.63,64.69,1
3182,51.05,97.05,63.85,1
3183,53.39,96.27,62.27,1
3184,52.07,97.37,68.33,1
3185,58.42,97.48,64.56,1
3186,50.86,99.74,65.3,1
3187,57.15,99.06,65.31,1
3188,57.17,98.49,67.78,1
3189,60.0,98.16,69.47,1
3190,53.3,96.65,65.94,1
3191,56.68,95.04,65.32,1
3192,61.41,98.56,63.4,1
3193,52.73,99.65,62.78,1
3194,49.99,98.37,62.13,1
3195,48.98,97.81,64.1,1
3196,56.77,99.38,61.52,1
3197,49.0,98.63,67.88,1
3198,53.55,100.0,66.58,1
3199,55.99,100.0,65.24,1
3200,55.25,52.35,67.98,0
3201,55.99,52.05,63.63,0
3202,55.39,48.98,64.14,0
3203,58.58,51.92,61.92,0
3204,51.9,51.49,67.35,0
3205,52.74,51.84,64.19,0
3206,52.46,51.67,65.86,0
3207,57.28,51.62,67.84,0
3208,57.51,54.99,68.59,0
3209,56.17,50.83,65.8,0
3210,58.38,52.35,66.63,0
3211,51.31,50.25,64.06,0
3212,59.85,52.14,69.25,0
3213,59.43,52.37,65.56,0
3214,57.08,51.51,66.06,0
3215,60.23,53.47,65.09,0
3216,49.92,49.64,68.31,0
3217,53.33,50.24,66.32,0
3218,52.7,51.29,67.45,0
3219,57.08,52.3,66.64,0
3220,51.77,51.25,65.5,0
3221,57.2,52.91,67.8,0
3222,59.05,49.99,66.64,0
3223,57.03,49.27,64.03,0
3224,55.8,51.45,63.98,0
3225,51.99,50.87,66.26,0
3226,52.42,51.8,67.79,0
3227,58.72,50.95,69.25,0
3228,57.31,50.48,62.42,0
3229,54.86,50.88,66.03,0
3230,53.73,51.04,66.96,0
3231,48.91,50.54,66.58,0
3232,51.78,50.69,68.01,0
3233,60.72,50.39,67.3,0
3234,51.15,52.28,64.02,0
3235,55.56,51.29,63.97,0
3236,58.02,54.38,66.62,0
3237,51.23,51.24,67.98,0
3238,55.55,50.17,66.29,0
3239,57.81,55.01,62.84,0
3240,55.04,51.62,63.91,0
3241,63.61,52.49,67.38,0
3242,49.99,51.89,65.3,0
3243,58.17,51.93,66.23,0
3244,54.48,51.8,68.13,0
3245,57.31,49.35,63.59,0
3246,56.32,51.55,65.17,0
3247,52.79,49.01,64.95,0
3248,55.67,50.73,66.7,0
3249,49.41,49.91,67.53,0
3250,56.79,51.53,63.02,0
3251,55.87,51.49,65.97,0
3252,56.89,51.71,67.72,0
3253,58.14,51.42,62.26,0
3254,56.07,50.08,65.84,0
3255,55.4,50.6,63.53,0
3256,52.31,52.37,64.68,0
3257,52.81,52.59,60.95,0
3258,58.5,49.26,68.74,0
3259,59.24,48.68,65.23,0
3260,54.21,49.89,64.32,0
3261,55.05,52.54,66.59,0
3262,52.19,52.79,63.84,0
3263,58.42,49.58,63.65,0
3264,56.89,51.43,68.93,0
3265,60.7,53.72,69.52,0
3266,52.24,51.58,64.71,0
3267,53.73,53.09,68.02,0
3268,55.55,52.45,66.59,0
3269,56.78,49.59,63.04,0
3270,54.18,50.66,64.01,0
3271,52.2,51.0,68.96,0
3272,57.45,51.1,62.99,0
3273,56.96,52.31,70.4,0
3274,52.03,51.55,64.68,0
3275,58.83,46.53,68.98,0
3276,58.26,48.96,65.19,0
3277,55.14,47.64,67.39,0
3278,54.96,51.18,68.57,0
3279,56.37,51.27,68.55,0
3280,52.11,51.33,64.59,0
3281,54.77,49.47,64.03,0
3282,48.21,51.91,65.57,0
3283,57.28,51.97,63.12,0
3284,49.95,49.01,66.18,0
3285,59.13,48.69,64.05,0
3286,53.61,50.88,67.84,0
3287,53.95,53.56,64.52,0
3288,52.68,53.42,62.17,0
3289,53.68,51.71,68.44,0
3290,58.78,49.76,65.99,0
3291,47.04,52.18,65.66,0
3292,58.32,50.17,67.78,0
3293,55.48,49.69,67.32,0
3294,50.83,47.62,64.03,0
3295,51.2,50.98,64.64,0
3296,59.44,49.88,63.3,0
3297,51.55,50.96,62.58,0
3298,50.9,47.36,66.65,0
3299,57.75,51.06,66.26,0
3300,55.33,47.15,66.98,0
3301,51.48,52.42,68.0,0
3302,54.92,51.56,66.97,0
3303,51.17,50.36,67.13,0
3304,57.53,51.61,61.22,0
3305,57.39,49.29,64.75,0
3306,55.77,50.86,67.27,0
3307,55.24,51.94,62.98,0
3308,59.41,46.1,65.48,0
3309,54.1,50.06,66.32,0
3310,50.53,50.69,66.15,0
3311,55.4,50.42,65.98,0
3312,60.28,52.89,66.41,0
3313,50.95,49.01,65.56,0
3314,52.88,49.76,62.25,0
3315,55.19,47.81,66.16,0
3316,53.75,52.94,65.7,0
3317,50.93,50.3,62.21,0
3318,57.22,50.0,67.84,0
3319,60.78,50.57,66.13,0
3320,54.38,51.59,62.27,0
3321,51.05,51.15,63.38,0
3322,49.09,54.59,63.86,0
3323,54.48,51.29,63.83,0
3324,56.98,49.9,65.52,0
3325,55.07,49.75,62.96,0
3326,53.6,49.99,67.14,0
3327,51.81,48.32,66.95,0
3328,50.27,50.62,66.07,0
3329,56.02,51.73,64.9,0
3330,56.22,49.62,66.66,0
3331,48.81,49.32,64.2,0
3332,58.18,52.8,63.28,0
3333,55.1,48.37,67.08,0
3334,57.54,47.4,65.31,0
3335,49.28,48.76,63.28,0
3336,49.17,48.17,63.78,0
3337,52.79,51.05,63.12,0
3338,54.71,49.92,68.6,0
3339,58.55,50.12,64.54,0
3340,55.24,52.17,64.82,0
3341,52.36,49.39,65.91,0
3342,49.97,51.58,62.01,0
3343,56.7,52.67,66.6,0
3344,50.08,49.71,63.17,0
3345,57.82,51.49,68.01,0
3346,52.05,50.01,63.69,0
3347,57.63,51.74,66.36,0
3348,54.86,47.99,59.26,0
3349,52.37,47.87,61.87,0
3350,51.18,49.74,63.6,0
3351,51.68,48.98,60.1,0
3352,53.94,49.52,65.33,0
3353,52.85,49.96,64.72,0
3354,50.79,51.35,62.08,0
3355,52.04,49.65,64.0,0
3356,52.73,49.01,65.61,0
3357,46.06,49.71,59.75,0
3358,53.78,49.07,61.38,0
3359,49.42,48.81,63.22,0
3360,48.86,47.78,63.9,0
3361,47.21,50.29,63.7,0
3362,46.85,49.32,65.56,0
3363,48.12,51.61,64.7,0
3364,50.02,47.97,65.11,0
3365,57.96,49.32,60.9,0
3366,50.48,52.84,63.93,0
3367,52.54,48.69,62.99,0
3368,53.16,49.73,66.49,0
3369,52.31,48.25,63.88,0
3370,51.64,48.04,62.16,0
3371,48.23,52.37,65.16,0
3372,56.13,50.29,64.55,0
3373,57.15,50.22,61.74,0
3374,46.63,47.46,62.65,0
3375,48.56,50.53,62.64,0
3376,50.74,51.71,65.72,0
3377,48.64,51.68,63.63,0
3378,53.0,50.95,64.64,0
3379,49.25,48.24,62.16,0
3380,57.88,50.38,63.78,0
3381,54.9,50.9,65.67,0
3382,51.92,47.19,62.3,0
3383,54.31,48.19,63.22,0
3384,54.5,51.19,60.22,0
3385,49.44,51.15,61.37,0
3386,48.63,47.5,62.19,0
3387,51.26,51.0,60.7,0
3388,53.56,49.93,65.42,0
3389,51.34,50.95,61.06,0
3390,46.14,48.81,64.27,0
3391,48.41,50.71,63.02,0
3392,50.54,50.99,62.67,0
3393,50.48,49.18,65.54,0
3394,56.57,49.72,58.0,0
3395,46.44,48.71,62.09,0
3396,52.06,52.14,60.27,0
3397,54.96,49.47,58.47,0
3398,57.25,48.25,59.96,0
3399,49.16,48.54,62.34,0
3400,51.8,49.79,60.81,0
3401,51.97,50.71,64.0,0
3402,50.79,47.56,61.74,0
3403,49.85,52.32,61.47,0
3404,51.4,49.99,61.43,0
3405,42.44,50.21,61.83,0
3406,52.03,49.35,61.15,0
3407,50.3,49.51,60.23,0
3408,49.2,49.24,63.87,0
3409,55.94,50.97,60.6,0
3410,47.72,49.41,61.03,0
3411,48.48,50.56,62.61,0
3412,55.6,48.74,62.34,0
3413,47.07,49.66,59.87,0
3414,47.86,48.15,63.12,0
3415,49.01,51.16,62.63,0
3416,51.91,48.07,61.87,0
3417,49.95,48.81,60.6,0
3418,45.39,48.81,60.6,0
3419,47.61,48.73,60.96,0
3420,47.32,50.33,58.85,0
3421,48.85,48.75,61.19,0
3422,50.3,51.3,63.0,0
3423,50.21,47.96,62.92,0
3424,43.57,49.42,60.35,0
3425,52.02,47.99,63.19,0
3426,49.52,49.76,64.83,0
3427,52.86,49.09,60.33,0
3428,49.97,48.86,62.3,0
3429,51.88,50.86,56.34,0
3430,49.91,48.07,58.29,0
3431,52.49,49.91,60.94,0
3432,49.95,47.86,58.69,0
3433,48.02,49.16,64.73,0
3434,55.07,47.18,61.8,0
3435,50.85,47.96,62.48,0
3436,49.84,48.81,60.44,0
3437,44.23,51.64,58.44,0
3438,44.12,49.05,59.35,0
3439,48.8,51.36,60.85,0
3440,48.29,49.19,59.01,0
3441,45.95,48.26,61.57,0
3442,48.14,51.13,61.6,0
3443,52.42,49.45,60.13,0
3444,49.67,47.81,56.42,0
3445,44.1,49.46,63.44,0
3446,47.12,48.3,59.53,0
3447,44.97,45.73,65.32,0
3448,46.15,50.1,61.16,0
3449,46.0,50.32,59.38,0
3450,45.74,51.41,60.64,0
3451,43.34,49.26,55.65,0
3452,46.65,48.24,61.68,0
3453,45.28,49.84,64.71,0
3454,38.11,49.84,55.34,0
3455,52.99,51.01,58.89,0
3456,50.02,48.46,59.19,0
3457,45.56,48.26,61.1,0
3458,46.67,47.41,63.5,0
3459,43.03,49.27,60.0,0
3460,51.56,46.12,63.46,0
3461,52.09,49.58,59.46,0
3462,46.8,49.28,59.97,0
3463,49.33,49.25,59.66,0
3464,46.71,48.56,61.39,0
3465,42.1,50.63,58.04,0
3466,44.8,49.62,60.47,0
3467,46.36,47.38,56.31,0
3468,44.53,47.38,58.15,0
3469,45.16,46.93,57.38,0
3470,45.47,49.05,58.77,0
3471,45.43,46.7,57.91,0
3472,45.76,49.8,60.74,0
3473,42.34,50.14,56.66,0
3474,43.3,46.82,54.9,0
3475,41.52,47.83,55.59,0
3476,48.23,48.12,60.23,0
3477,38.91,49.39,56.24,0
3478,48.61,50.46,58.92,0
3479,49.23,45.49,57.47,0
3480,44.09,47.52,59.65,0
3481,37.11,47.58,57.48,0
3482,43.76,45.85,63.41,0
3483,44.58,47.2,61.61,0
3484,41.66,48.55,57.13,0
3485,43.07,47.47,56.79,0
3486,49.13,45.55,63.9,0
3487,46.46,52.15,55.42,0
3488,41.62,48.22,57.4,0
3489,39.52,47.96,57.49,0
3490,43.25,46.12,57.38,0
3491,43.52,48.14,53.85,0
3492,45.57,47.48,58.26,0
3493,42.4,44.87,55.26,0
3494,45.46,46.07,60.01,0
3495,49.65,48.85,54.16,0
3496,46.21,50.55,57.13,0
3497,43.54,48.16,52.52,0
3498,43.06,49.24,52.58,0
3499,42.46,47.33,55.15,0
3500,46.99,47.41,55.37,0
3501,41.49,49.15,59.63,0
3502,43.43,49.98,56.55,0
3503,43.37,49.42,59.16,0
3504,41.63,45.84,55.75,0
3505,38.94,47.32,57.66,0
3506,43.94,47.81,54.93,0
3507,42.71,46.98,54.73,0
3508,44.32,47.93,52.61,0
3509,41.13,48.55,56.86,0
3510,46.32,48.8,56.65,0
3511,39.94,49.8,57.61,0
3512,47.63,46.75,56.42,0
3513,37.17,45.18,59.98,0
3514,43.63,47.74,56.22,0
3515,43.68,50.0,57.78,0
3516,39.78,46.43,55.09,0
3517,43.36,48.16,53.85,0
3518,45.84,48.14,57.04,0
3519,35.27,47.36,55.36,0
3520,43.35,47.06,57.14,0
3521,34.28,45.64,56.11,0
3522,38.78,43.58,53.75,0
3523,46.48,45.31,57.42,0
3524,39.77,46.37,53.47,0
3525,37.91,48.57,56.39,0
3526,40.75,46.75,57.64,0
3527,47.47,46.1,54.24,0
3528,35.69,45.52,57.26,0
3529,37.94,47.81,55.67,0
3530,45.51,48.84,56.52,0
3531,46.5,48.37,53.07,0
3532,40.54,47.66,55.11,0
3533,37.05,44.52,51.79,0
3534,46.97,46.18,57.97,0
3535,45.38,49.6,50.45,0
3536,42.55,48.34,53.7,0
3537,37.99,44.32,52.48,0
3538,40.2,46.52,55.63,0
3539,39.78,47.12,58.06,0
3540,41.17,45.41,55.45,0
3541,44.45,43.06,60.0,0
3542,42.65,46.65,51.25,0
3543,36.69,45.3,51.34,0
3544,43.97,45.28,52.08,0
3545,40.69,45.89,54.05,0
3546,41.73,46.2,51.68,0
3547,43.98,46.36,52.16,0
3548,36.16,45.02,54.84,0
3549,39.31,45.99,51.05,0
3550,37.73,43.66,51.2,0
3551,34.54,46.74,52.6,0
3552,40.2,41.96,52.72,0
3553,46.61,45.79,55.28,0
3554,33.47,47.57,51.39,0
3555,38.8,44.58,51.68,0
3556,40.74,47.22,54.22,0
3557,39.1,47.85,54.59,0
3558,38.31,41.13,55.77,0
3559,34.66,45.84,53.79,0
3560,39.17,41.73,53.04,0
3561,36.12,45.84,53.86,0
3562,31.73,45.98,52.11,0
3563,41.8,42.24,52.02,0
3564,41.0,48.83,48.95,0
3565,38.2,46.34,54.22,0
3566,38.64,44.61,52.79,0
3567,41.09,48.06,53.85,0
3568,38.46,43.14,46.6,0
3569,40.41,43.97,52.06,0
3570,36.72,42.33,50.38,0
3571,41.46,48.46,55.02,0
3572,38.4,46.23,53.18,0
3573,37.93,46.69,52.35,0
3574,33.45,46.13,50.95,0
3575,38.04,46.51,52.54,0
3576,34.59,45.74,49.82,0
3577,35.09,46.01,51.4,0
3578,34.47,45.74,50.38,0
3579,33.63,44.64,56.0,0
3580,43.12,45.45,54.33,0
3581,40.65,45.91,53.45,0
3582,42.33,45.64,48.27,0
3583,32.81,43.23,52.91,0
3584,36.61,43.4,51.49,0
3585,32.43,47.02,53.49,0
3586,34.13,44.91,51.62,0
3587,33.38,46.22,50.89,0
3588,39.77,43.68,51.3,0
3589,34.77,43.08,47.16,0
3590,39.08,44.0,49.16,0
3591,37.6,44.9,51.37,0
3592,42.61,44.21,52.84,0
3593,31.17,47.12,49.39,0
3594,39.3,45.43,50.34,0
3595,38.88,47.9,47.15,0
3596,32.43,45.71,53.2,0
3597,38.28,41.46,52.44,0
3598,36.18,46.64,51.44,0
3599,34.4,42.76,50.88,0
3600,32.53,45.35,53.11,0
3601,32.76,43.81,48.32,0
3602,40.97,48.16,48.03,0
3603,34.74,47.08,51.91,0
3604,37.0,43.78,51.71,0
3605,32.19,44.68,47.26,0
3606,32.14,45.21,48.52,0
3607,37.64,46.11,52.89,0
3608,30.25,44.83,50.26,0
3609,32.97,43.23,50.95,0
3610,34.23,43.66,46.98,0
3611,34.37,44.71,50.55,0
3612,33.42,46.54,46.32,0
3613,35.05,45.3,45.13,0
3614,35.86,43.47,50.48,0
3615,35.9,45.58,51.82,0
3616,30.65,44.0,48.38,0
3617,32.67,45.89,47.72,0
3618,37.02,48.32,52.17,0
3619,36.03,43.96,48.29,0
3620,29.14,45.68,48.47,0
3621,34.22,43.33,51.92,0
3622,27.15,44.26,47.76,0
3623,33.14,44.44,47.09,0
3624,38.6,44.08,49.96,0
3625,29.98,48.04,46.83,0
3626,30.23,43.86,47.9,0
3627,34.94,45.18,45.48,0
3628,27.93,41.37,48.42,0
3629,30.58,44.89,48.12,0
3630,34.18,45.93,49.85,0
3631,30.4,43.4,49.56,0
3632,31.51,40.4,48.88,0
3633,34.36,44.08,48.49,0
3634,33.31,44.14,47.49,0
3635,32.76,45.17,48.79,0
3636,30.85,47.08,45.27,0
3637,32.9,43.47,42.73,0
3638,31.33,42.73,49.68,0
3639,32.99,42.23,48.64,0
3640,30.04,44.26,46.97,0
3641,30.89,44.65,49.3,0
3642,28.39,43.09,45.62,0
3643,31.16,45.05,45.6,0
3644,28.75,44.55,45.26,0
3645,27.76,43.89,48.01,0
3646,31.79,42.45,43.64,0
3647,31.57,43.06,45.21,0
3648,33.19,40.11,47.25,0
3649,29.46,44.08,44.2,0
3650,31.9,43.74,45.22,0
3651,32.24,43.96,42.05,0
3652,31.84,44.41,47.61,0
3653,27.94,44.2,44.96,0
3654,30.78,43.43,44.07,0
3655,31.34,43.65,43.61,0
3656,30.18,41.44,45.29,0
3657,23.82,42.65,42.9,0
3658,30.47,43.57,49.88,0
3659,36.55,42.37,41.16,0
3660,28.74,44.74,44.96,0
3661,27.56,42.43,46.01,0
3662,30.78,43.72,44.17,0
3663,30.51,43.55,46.08,0
3664,33.07,44.47,43.99,0
3665,25.63,44.67,48.58,0
3666,31.51,44.34,43.22,0
3667,31.01,40.11,40.69,0
3668,28.73,45.04,42.73,0
3669,30.09,45.51,46.03,0
3670,32.07,42.47,44.95,0
3671,31.52,43.53,46.63,0
3672,25.39,41.81,46.06,0
3673,31.2,40.2,43.72,0
3674,28.46,41.99,43.94,0
3675,28.79,42.26,44.09,0
3676,28.71,42.51,48.56,0
3677,27.96,41.58,46.11,0
3678,31.9,41.9,48.44,0
3679,27.99,42.96,46.27,0
3680,24.8,41.79,44.4,0
3681,26.9,43.74,42.42,0
3682,28.53,43.92,44.8,0
3683,31.6,46.44,44.21,0
3684,29.64,44.54,44.08,0
3685,25.2,43.19,43.78,0
3686,35.13,41.87,40.03,0
3687,28.38,43.22,46.59,0
3688,31.33,43.24,43.91,0
3689,26.97,41.96,41.11,0
3690,28.95,43.88,44.84,0
3691,29.78,40.58,42.1,0
3692,30.84,42.29,44.87,0
3693,30.28,43.47,45.45,0
3694,29.64,42.18,45.66,0
3695,26.0,42.27,43.23,0
3696,25.15,42.35,42.66,0
3697,27.78,41.28,42.18,0
3698,29.51,44.27,41.92,0
3699,25.96,40.96,43.27,0
3700,29.74,42.94,42.82,0
3701,30.83,43.06,41.52,0
3702,23.64,40.99,40.82,0
3703,23.8,42.5,42.83,0
3704,25.81,41.01,42.12,0
3705,27.08,44.43,40.64,0
3706,24.5,40.61,44.52,0
3707,30.05,41.32,46.34,0
3708,27.19,40.44,44.66,0
3709,25.96,40.22,41.23,0
3710,21.46,44.62,42.51,0
3711,21.74,43.02,45.63,0
3712,26.45,42.39,40.14,0
3713,19.14,41.18,43.99,0
3714,28.49,43.5,39.47,0
3715,24.91,40.88,45.67,0
3716,35.03,43.28,41.38,0
3717,32.15,40.76,46.64,0
3718,24.61,41.08,45.58,0
3719,24.76,43.16,41.85,0
3720,27.99,43.3,40.56,0
3721,30.03,42.87,42.33,0
3722,19.94,40.38,41.52,0
3723,19.42,41.26,41.02,0
3724,22.83,42.15,38.44,0
3725,26.37,40.61,40.67,0
3726,26.04,43.92,39.42,0
3727,27.69,38.24,42.68,0
3728,20.8,40.65,43.5,0
3729,17.38,41.03,42.94,0
3730,26.83,37.51,42.09,0
3731,21.7,39.66,39.64,0
3732,18.05,42.67,41.7,0
3733,24.47,41.76,42.81,0
3734,26.34,44.05,40.0,0
3735,23.52,43.98,41.35,0
3736,22.44,42.29,40.76,0
3737,23.27,42.09,44.32,0
3738,22.56,41.7,42.64,0
3739,19.56,37.6,42.1,0
3740,21.38,39.47,37.39,0
3741,25.02,41.69,41.11,0
3742,24.35,42.44,40.4,0
3743,23.82,41.93,40.32,0
3744,20.26,40.13,37.47,0
3745,22.63,42.86,38.36,0
3746,16.57,43.65,40.35,0
3747,23.57,42.82,42.66,0
3748,27.25,42.87,39.19,0
3749,18.47,40.53,39.52,0
3750,21.07,42.96,43.82,0
3751,23.74,41.55,39.61,0
3752,26.45,42.07,39.89,0
3753,21.27,41.83,39.86,0
3754,20.47,41.08,37.35,0
3755,16.57,39.95,41.13,0
3756,22.72,41.1,38.63,0
3757,28.47,42.68,39.82,0
3758,23.11,40.52,40.71,0
3759,22.14,42.5,43.65,0
3760,23.11,42.25,37.08,0
3761,22.04,40.67,41.39,0
3762,19.57,43.19,41.35,0
3763,24.41,40.55,38.28,0
3764,22.56,43.33,40.7,0
3765,21.87,41.7,42.74,0
3766,18.82,41.0,37.87,0
3767,25.59,39.67,39.83,0
3768,23.61,40.85,40.1,0
3769,19.89,40.66,40.31,0
3770,24.49,39.06,40.73,0
3771,19.93,40.6,39.47,0
3772,19.01,39.7,40.11,0
3773,19.02,41.77,37.21,0
3774,15.92,42.83,39.31,0
3775,22.58,39.01,37.98,0
3776,15.61,43.4,36.43,0
3777,17.36,40.62,37.82,0
3778,14.76,39.33,39.32,0
3779,20.66,41.91,39.61,0
3780,20.41,40.09,36.15,0
